st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
IL,Mark Twain Elem School,171314001551,East Maine SD 63,1713140,Niles,60714,Niles,60714,Yes participating without using any Provision or the CEO,488,,316
IL,Mark Twain Elem School,170960000572,Charleston CUSD 1,1709600,Charleston,61920,Charleston,61920,Yes under Community Eligibility Option (CEO),205,,111
IL,Mark Twain Elem School,174221004228,Wheeling CCSD 21,1742210,Wheeling,60090,Wheeling,60090,Yes under Community Eligibility Option (CEO),447,,350
IL,Mark Twain Primary School,172076002367,Kankakee SD 111,1720760,Kankakee,60901,Kankakee,60901,Yes under Community Eligibility Option (CEO),212,,198
IL,Mark W Bills Middle School,173123005336,Peoria SD 150,1731230,Peoria,61615,Peoria,61615,Yes under Community Eligibility Option (CEO),262,,196
IL,Markham Park Elem School,172472002678,Prairie-Hills ESD 144,1724720,Markham,60428,Markham,60428,Yes under Community Eligibility Option (CEO),290,,271
IN,Marlin Elementary School,180063000131,Monroe County Community Sch Corp,1800630,Bloomington,47408,Bloomington,47408,Yes participating without using any Provision or the CEO,217,201,64
GA,Marlow Elementary School,130198000887,Effingham County,1301980,Guyton,31312,Guyton,31312,Yes participating without using any Provision or the CEO,710,88,334
IL,Marlowe Middle School,171983005641,Huntley Comm Sch Dist 158,1719830,Lake in the Hills,60156,Lake in the Hills,60156,Yes participating without using any Provision or the CEO,1237,,242
IL,Maroa-Forsyth Grade School,172475004725,Maroa Forsyth CUSD 2,1724750,Forsyth,62535,Forsyth,62535,Yes participating without using any Provision or the CEO,600,,213
IL,Maroa-Forsyth Middle School,172475002683,Maroa Forsyth CUSD 2,1724750,Maroa,61756,Maroa,61756,Yes participating without using any Provision or the CEO,250,,78
IL,Maroa-Forsyth Senior High Sch,172475002684,Maroa Forsyth CUSD 2,1724750,Maroa,61756,Maroa,61756,Yes participating without using any Provision or the CEO,353,,96
IL,Marquardt Middle School,172478002688,Marquardt SD 15,1724780,Glendale Heights,60139,Glendale Heights,60139,Yes under Community Eligibility Option (CEO),775,,454
IL,Marquette Elem School,170993000940,Chicago Public Schools Dist 299,1709930,Chicago,60629,Chicago,60629,Yes under Community Eligibility Option (CEO),1034,,979
IL,Marquette Elem School,171824002104,Harlem UD 122,1718240,Machesney Park,61115,Machesney Park,61115,Yes under Community Eligibility Option (CEO),266,,171
IL,Marquette Elem School,172892003035,N Pekin & Marquette Hght SD 102,1728920,Marquette Heights,61554,Marquette Heights,61554,Yes participating without using any Provision or the CEO,224,,113
IN,Marquette Montessori Academy,181029001672,South Bend Community School Corp,1810290,South Bend,46628,South Bend,46628,Yes under Community Eligibility Option (CEO),403,272,232
IN,Marrs Elementary School,180729001225,MSD Mount Vernon,1807290,Mount Vernon,47620,Mount Vernon,47620,Yes participating without using any Provision or the CEO,318,102,95
IL,Marseilles Elementary School,170546605466,Marseilles ESD 150,1705466,Marseilles,61341,Marseilles,61341,Yes under Community Eligibility Option (CEO),516,,321
IL,Marsh Elem School,170993000939,Chicago Public Schools Dist 299,1709930,Chicago,60617,Chicago,60617,Yes under Community Eligibility Option (CEO),607,,518
IN,Marsh Elementary School,180657001153,Michigan City Area Schools,1806570,Michigan City,46360,Michigan City,46360,Yes under Community Eligibility Option (CEO),321,286,218
ID,MARSH VALLEY HIGH SCHOOL,160195000347,MARSH VALLEY JOINT DISTRICT,1601950,ARIMO,83214,ARIMO,83214,Yes participating without using any Provision or the CEO,380,22,58
ID,MARSH VALLEY MIDDLE SCHOOL,160195000348,MARSH VALLEY JOINT DISTRICT,1601950,ARIMO,83214,ARIMO,83214,Yes participating without using any Provision or the CEO,192,10,38
IL,Marshall High School,172487002695,Marshall CUSD 2C,1724870,Marshall,62441,Marshall,62441,Yes participating without using any Provision or the CEO,338,,115
IL,Marshall Jr High School,172487002696,Marshall CUSD 2C,1724870,Marshall,62441,Marshall,62441,Yes participating without using any Provision or the CEO,198,,91
IL,Marshall Metropolitan High School,170993000972,Chicago Public Schools Dist 299,1709930,Chicago,60624,Chicago,60624,Yes under Community Eligibility Option (CEO),229,,208
IN,Marshall Traditional School,181029001865,South Bend Community School Corp,1810290,South Bend,46614,South Bend,46614,Yes under Community Eligibility Option (CEO),348,209,193
GA,Marshpoint Elementary School,130102002054,Savannah-Chatham County,1301020,Savannah,31410,Savannah,31410,Yes participating without using any Provision or the CEO,645,114,349
ID,MARSING ELEMENTARY SCHOOL,160198000351,MARSING JOINT DISTRICT,1601980,MARSING,83639,MARSING,83639,Yes participating without using any Provision or the CEO,355,132,226
ID,MARSING HIGH SCHOOL,160198000352,MARSING JOINT DISTRICT,1601980,MARSING,83639,MARSING,83639,Yes participating without using any Provision or the CEO,240,52,116
ID,MARSING MIDDLE SCHOOL,160198000636,MARSING JOINT DISTRICT,1601980,MARSING,83639,MARSING,83639,Yes participating without using any Provision or the CEO,218,62,112
GA,Martha Ellen Stilwell School for the Performing Arts,130123004154,Clayton County,1301230,Jonesboro,30236,Jonesboro,30236,Yes under Community Eligibility Option (CEO),468,263,212
IN,Martha J Ridpath Elementary School,180399000691,Greencastle Community School Corp,1803990,Greencastle,46135,Greencastle,46135,Yes participating without using any Provision or the CEO,178,115,117
GA,Martha K. Glaze Regional Youth Detention Center,130002603500,Department of Juvenile Justice,1300026,Hampton,30228,Hampton,30228,Yes participating without using any Provision or the CEO,29,26,26
GA,Martha Puckett Middle School,130555000673,Wayne County,1305550,Jesup,31545,Jesup,31545,Yes under Community Eligibility Option (CEO),548,201,420
GA,Martha Rawls Smith Elementary School,130555000706,Wayne County,1305550,Jesup,31545,Jesup,31545,Yes under Community Eligibility Option (CEO),583,268,583
GA,Martin Elementary School,130261002390,Hall County,1302610,Flowery Branch,30542,Flowery Branch,30542,Yes participating without using any Provision or the CEO,610,119,412
IL,Martin Elementary School,171983004840,Huntley Comm Sch Dist 158,1719830,Lake in the Hills,60156,Lake in the Hills,60156,Yes participating without using any Provision or the CEO,764,,204
IL,Martin L King Elem School,171848004405,W Harvey-Dixmoor PSD 147,1718480,Dixmoor,60426,Dixmoor,60426,Yes under Community Eligibility Option (CEO),298,,276
GA,Martin L. King Jr. Middle School,130012000025,Atlanta Public Schools,1300120,Atlanta,30312,Atlanta,30312,Yes under Community Eligibility Option (CEO),801,320,745
GA,Martin Luther King Jr Elementary School,130042004198,Bibb County,1300420,Macon,31211,Macon,31211,Yes under Community Eligibility Option (CEO),639,431,534
GA,Martin Luther King- Jr. Elementary School,130183002316,Dougherty County,1301830,Albany,31701,Albany,31701,Yes under Community Eligibility Option (CEO),450,258,450
GA,Martin Luther King- Jr. Elementary School,130123002836,Clayton County,1301230,College Park,30349,College Park,30349,Yes under Community Eligibility Option (CEO),541,154,541
GA,Martin Luther King- Jr. Elementary School,130387002419,Muscogee County,1303870,Columbus,31903,Columbus,31903,Yes under Community Eligibility Option (CEO),503,288,503
GA,Martin Luther King- Jr. High School,130174002479,DeKalb County,1301740,Lithonia,30038,Lithonia,30038,Yes under Community Eligibility Option (CEO),1431,496,1159
IL,Martin P McKay Education Center,170009704503,Lincoln-Way Area Spec Ed JA Dist,1700097,New Lenox,60451,New Lenox,60451,No,,,
IN,Martin T Krueger Middle School,180657001154,Michigan City Area Schools,1806570,Michigan City,46360,Michigan City,46360,Yes under Community Eligibility Option (CEO),329,309,255
GA,Martinez Elementary School,130141000606,Columbia County,1301410,Martinez,30907,Martinez,30907,Yes participating without using any Provision or the CEO,787,149,478
IL,Martinsville Elem School,172490004727,Martinsville CUSD 3C,1724900,Martinsville,62442,Martinsville,62442,Yes under Community Eligibility Option (CEO),235,,128
IN,Martinsville High School,180651001135,MSD Martinsville Schools,1806510,Martinsville,46151,Martinsville,46151,Yes participating without using any Provision or the CEO,1315,691,578
IL,Martinsville Jr- Sr High School,172490002700,Martinsville CUSD 3C,1724900,Martinsville,62442,Martinsville,62442,Yes under Community Eligibility Option (CEO),138,,78
IN,Mary Adams Elementary School,180375002349,Franklin Township Com Sch Corp,1803750,Indianapolis,46259,Indianapolis,46259,Yes participating without using any Provision or the CEO,492,268,250
IN,Mary Beck Elementary School,180327000434,Elkhart Community Schools,1803270,Elkhart,46516,Elkhart,46516,Yes under Community Eligibility Option (CEO),355,305,227
IN,Mary Bryan Elementary School,180882002280,Perry Township Schools,1808820,Indianapolis,46237,Indianapolis,46237,Yes under Community Eligibility Option (CEO),651,552,464
IN,Mary Daly Elementary School,180327000436,Elkhart Community Schools,1803270,Elkhart,46514,Elkhart,46514,Yes under Community Eligibility Option (CEO),458,367,311
IL,Mary Endres Elementary School,174333003178,Woodstock CUSD 200,1743330,Woodstock,60098,Woodstock,60098,Yes participating without using any Provision or the CEO,398,,228
IN,Mary Evelyn Castle Elementary Sch,180567001032,MSD Lawrence Township,1805670,Indianapolis,46256,Indianapolis,46256,Yes under Community Eligibility Option (CEO),766,508,534
IN,Mary Feeser Elementary School,180327000435,Elkhart Community Schools,1803270,Elkhart,46514,Elkhart,46514,Yes participating without using any Provision or the CEO,505,322,344
IN,Mary Frank Harris Elementary Sch,180876001448,Penn-Harris-Madison School Corp,1808760,Granger,46530,Granger,46530,Yes participating without using any Provision or the CEO,489,98,79
IL,Mary Kay McNeill ELC,170384006741,Antioch CCSD 34,1703840,Antioch,60002,Antioch,60002,No,139,,
GA,Mary Lee Clark Elementary School,130078000794,Camden County,1300780,Saint Marys,31558,Saint Marys,31558,Yes participating without using any Provision or the CEO,455,100,224
GA,Mary Lin Elementary School,130012000136,Atlanta Public Schools,1300120,Atlanta,30307,Atlanta,30307,Yes participating without using any Provision or the CEO,509,6,24
IL,Mary Lou Cowlishaw Elementary,174169002094,Indian Prairie CUSD 204,1741690,Naperville,60540,Naperville,60540,Yes participating without using any Provision or the CEO,564,,161
IN,Mary M Bethune Early Child Dev Ctr,180387000640,Gary Community School Corp,1803870,Gary,46407,Gary,46407,Yes under Community Eligibility Option (CEO),253,250,69
GA,Mary McLeod Bethune Middle School,130174002482,DeKalb County,1301740,Decatur,30035,Decatur,30035,Yes under Community Eligibility Option (CEO),672,333,672
ID,MARY MCPHERSON ELEMENTARY,160210000368,JOINT SCHOOL DISTRICT NO. 2,1602100,MERIDIAN,83642,MERIDIAN,83642,Yes participating without using any Provision or the CEO,485,4,113
IL,Mary Miller Junior High School,170009205256,Georgetown-Ridge Farm CUD 4,1700092,Georgetown,61846,Georgetown,61846,Yes under Community Eligibility Option (CEO),203,,138
IL,Mary Morgan Elem Sch,170801004559,Byron CUSD 226,1708010,Byron,61010,Byron,61010,Yes participating without using any Provision or the CEO,626,,180
GA,Mary Persons High School,130372001373,Monroe County,1303720,Forsyth,31029,Forsyth,31029,Yes participating without using any Provision or the CEO,1286,226,674
IN,Mary Raber Elementary School,180228002108,Whitley County Con Schools,1802280,Columbia City,46725,Columbia City,46725,Yes participating without using any Provision or the CEO,290,165,139
IL,Marya Yates Elementary School,173630004834,ESD 159,1736300,Matteson,60443,Matteson,60443,Yes under Community Eligibility Option (CEO),265,,183
IL,Marycrest Early Childhood Center,172058002337,Joliet PSD 86,1720580,Joliet,60436,Joliet,60436,No,151,,
IL,Maryville Elem School,171065001287,Collinsville CUSD 10,1710650,Maryville,62062,Maryville,62062,Yes under Community Eligibility Option (CEO),381,,135
IL,Maryville Elem School,171728002034,Granite City CUSD 9,1717280,Granite City,62040,Granite City,62040,Yes under Community Eligibility Option (CEO),394,,254
IL,Mascoutah Elem School,172494002705,Mascoutah CUD 19,1724940,Mascoutah,62258,Mascoutah,62258,Yes participating without using any Provision or the CEO,770,,230
IL,Mascoutah High School,172494002701,Mascoutah CUD 19,1724940,Mascoutah,62258,Mascoutah,62258,Yes participating without using any Provision or the CEO,1231,,282
IL,Mascoutah Middle School,172494002702,Mascoutah CUD 19,1724940,Mascoutah,62258,Mascoutah,62258,Yes participating without using any Provision or the CEO,945,,273
GA,Mashburn Elementary School,130222000955,Forsyth County,1302220,Cumming,30041,Cumming,30041,Yes participating without using any Provision or the CEO,1096,77,308
GA,Mason Creek Elementary School,130186003911,Douglas County,1301860,Winston,30187,Winston,30187,Yes participating without using any Provision or the CEO,518,157,395
GA,Mason Creek Middle School,130186003890,Douglas County,1301860,Winston,30187,Winston,30187,Yes participating without using any Provision or the CEO,855,232,629
IL,Mason Elem School,170993000944,Chicago Public Schools Dist 299,1709930,Chicago,60623,Chicago,60623,Yes under Community Eligibility Option (CEO),242,,236
GA,Mason Elementary School,130255002197,Gwinnett County,1302550,Duluth,30096,Duluth,30096,Yes participating without using any Provision or the CEO,926,135,447
IL,Mason/Clark Middle Sch,171332004977,East St Louis SD 189,1713320,East Saint Louis,62203,East Saint Louis,62203,Yes under Community Eligibility Option (CEO),599,,580
IL,Massac County High School,172500002713,Massac UD 1,1725000,Metropolis,62960,Metropolis,62960,Yes under Community Eligibility Option (CEO),546,,277
IL,Massac Jr High School,172500002708,Massac UD 1,1725000,Metropolis,62960,Metropolis,62960,Yes under Community Eligibility Option (CEO),285,,157
IN,Matchbook Learning,180019402642,Matchbook Learning,1800194,Indianapolis,46222,Indianapolis,46222,Yes under Community Eligibility Option (CEO),642,639,621
IL,Matheny-Withrow Elem Sch,173708003831,Springfield SD 186,1737080,Springfield,62703,Springfield,62703,Yes under Community Eligibility Option (CEO),213,,162
IL,Mather High School,170993000977,Chicago Public Schools Dist 299,1709930,Chicago,60659,Chicago,60659,Yes under Community Eligibility Option (CEO),1777,,1445
IL,Matherville Intermediate School,173618003745,Sherrard CUSD 200,1736180,Matherville,61263,Matherville,61263,Yes participating without using any Provision or the CEO,191,,74
GA,Mathews Elementary School,130387001447,Muscogee County,1303870,Midland,31820,Midland,31820,Yes participating without using any Provision or the CEO,710,73,203
